Ticket_ID,Date_Logged,Customer_ID,Subject,Message_Body,Topic,Priority,Transaction_ID,Sentiment,topic,priority,sentiment,topic_lv,Nedēļa
T000301,2023-12-19,C0017,NordLock Pro pairing issue,"<p>The app will not connect to WiFi.
I tried resetting but it fails.
Please advise.

<p>Thanks</p><p>Customer</p></p>",Software/Connectivity,NORMAL,,Neutral,Software,Normal,Negative,Programmatūra,2023-12-18
T000297,2023-12-19,C0267,Delivery delay,"My delivery is stuck.<br>Tracking shows pending.<br>Where is my order?<br>Also: courier.<br><br>—<br>Regards,<br>A very unhappy customer

My order #100881.",Access/Lock Failure,CRITICAL,100881.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-18
T000325,2023-12-20,C0198,Tracking shows no updates,"<p>My delivery is stuck.
Tracking shows in transit for days.
Please update me.
Also: courier.

Sent from my iPhone</p>",Access/Lock Failure,CRITICAL,,Negative,Logistics,Normal,Negative,Loģistika,2023-12-18
T000315,2023-12-20,C0004,Delivery delay,"<p>My delivery is late.
Tracking shows in transit for days.
Where is my order?

<br><br>--<br>NordTech Customer</p>",Logistics,NORMAL,,Neutral,Logistics,Normal,Negative,Loģistika,2023-12-18
T000322,2023-12-20,C0034,NordLock Pro won't unlock,"I am stuck outside — the lock does not respond.
The app shows offline.
This is urgent.

Sent from my iPhone",Access/Lock Failure,CRITICAL,,Negative,Access Failure,High,Negative,Piekļuve,2023-12-18
T000310,2023-12-20,C0253,Battery dies in 2 days,"My smart lock dies in a day.
I tried new batteries and it still drains quickly.
Please help ASAP.

Sent from my Android device

My order #100028.",Battery Issue,CRITICAL,100028.0,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000313,2023-12-20,C0030,I want a refund,"<p>I want to get a refund for this product.
It is defective.
I need my money back.

Sent from my Android device</p><br><p>Please help!</p>",General Inquiry,CRITICAL,,Neutral,General,High,Negative,Vispārēji,2023-12-18
T000323,2023-12-20,C0099,Delivery delay,"My delivery is late.<br>Tracking shows no updates.<br>Please update me.<br><br>Sent from my Android device

My order #100258.",Logistics,NORMAL,100258.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-18
T000322,2023-12-20,C0034,NordLock Pro won't unlock,"I am stuck outside — the lock does not respond.
The app shows offline.
This is urgent.

Sent from my iPhone",Access/Lock Failure,CRITICAL,,Negative,Access Failure,Critical,Negative,Piekļuve,2023-12-18
T000323,2023-12-20,C0099,Delivery delay,"My delivery is late.<br>Tracking shows no updates.<br>Please update me.<br><br>Sent from my Android device

My order #100258.",Logistics,NORMAL,100258.0,Neutral,Logistics,Normal,Negative,Loģistika,2023-12-18
T000311,2023-12-20,C0052,NordLock Pro battery drains fast,"<p>My NordLock Pro battery drains in a day.
I changed batteries and it still dies.
I can't rely on this.
Also: battery drains.

<p>Thanks</p><p>Customer</p></p>

Order number: 101068",Battery Issue,NORMAL,101068.0,Positive,Battery,Critical,Negative,Baterija,2023-12-18
T000320,2023-12-20,C0125,I want a refund,"I want to return this product.
It is not as described.
I need my money back.

—
Regards,
A very unhappy customer",Software/Connectivity,HIGH,,Positive,General,High,Negative,Vispārēji,2023-12-18
T000324,2023-12-20,C0025,NordLock Pro won't unlock,"<p>I am locked out — the lock does not respond.
The app shows offline.
I need immediate assistance.

<p>Thanks</p><p>Customer</p></p><br><p>This is unacceptable.</p>

Ref: TX-100523",Access/Lock Failure,NORMAL,100523.0,Positive,Access Failure,Critical,Negative,Piekļuve,2023-12-18
T000314,2023-12-20,C0015,Battery dies in 2 days,"<p>My smart lock dies in 2 days.
I changed batteries and it still dies.
I can't rely on this.
Also: battery drains.

—
Regards,
A very unhappy customer</p>

Ref: TX-101073",Battery Issue,NORMAL,101073.0,Positive,Battery,High,Negative,Baterija,2023-12-18
T000321,2023-12-20,C0064,Battery dies in 2 days,"<p>My smart lock dies in a day.
I tried new batteries and it still drains quickly.
This is unacceptable.
Also: 2 days.

<br><br>--<br>NordTech Customer</p>

Order number: 100566",Battery Issue,NORMAL,100566.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-18
T000319,2023-12-20,C0316,Can't open the door,"I am locked out — the lock will not unlock.
The app shows offline.
This is urgent.

<p>Thanks</p><p>Customer</p>",Access/Lock Failure,CRITICAL,,Positive,Access Failure,High,Negative,Piekļuve,2023-12-18
T000318,2023-12-20,C0010,App cannot connect to WiFi,The app cannot connect to WiFi.<br>I tried resetting but it fails.<br>It worked once and then stopped.<br>Also: app won't connect.<br><br>Sent from my iPhone,Software/Connectivity,NORMAL,,Negative,Software,Normal,Negative,Programmatūra,2023-12-18
T000316,2023-12-20,C0042,Where is my order?,"My delivery is late.<br>Tracking shows in transit for days.<br>Please update me.<br>Also: still not received.<br><br><br><br>--<br>NordTech Customer

My order #100512.",Logistics,NORMAL,100512.0,Neutral,Logistics,Normal,Neutral,Loģistika,2023-12-18
T000312,2023-12-20,C0257,NordLock Pro battery drains fast,"<p>My NordLock Pro battery drains in 48 hours.
I changed batteries and it still drains quickly.
Please help ASAP.
Also: 2 days.

Sent from my iPhone</p>

Ref: TX-100640",Battery Issue,CRITICAL,100640.0,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000317,2023-12-20,C0016,Battery problem with my lock,"My smart lock dies in 2 days.
I changed batteries and it still dies.
I can't rely on this.
Also: 2 days.

<br><br>--<br>NordTech Customer

Order number: 101010",General Inquiry,NORMAL,101010.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-18
T000331,2023-12-21,C0008,NordLock Pro battery drains fast,"<p>My NordLock Pro dies in 2 days.
I changed batteries and it still drains quickly.
I can't rely on this.

Sent from my iPhone</p>

My order #101131.",Battery Issue,NORMAL,101131.0,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000328,2023-12-21,C0117,App cannot connect to WiFi,"<p>The app will not connect to WiFi.
I tried pairing again but it fails.
Please advise.

Sent from my Android device</p>

Ref: TX-100455",Software/Connectivity,NORMAL,100455.0,Negative,Software,High,Negative,Programmatūra,2023-12-18
T000326,2023-12-21,C0058,Delivery delay,"My delivery is delayed.
Tracking shows pending.
Where is my order?

<p>Thanks</p><p>Customer</p>

Ref: TX-100774",Logistics,NORMAL,100774.0,Positive,Logistics,Normal,Negative,Loģistika,2023-12-18
T000327,2023-12-21,C0122,Tracking shows no updates,"My delivery is stuck.
Tracking shows no updates.
Where is my order?

—
Regards,
A very unhappy customer

My order #100503.",Access/Lock Failure,CRITICAL,100503.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-18
T000333,2023-12-21,C0183,Refund for my purchase,"I want to return this product.
It is not working.
Please send return instructions.
Also: return.

—
Regards,
A very unhappy customer

My order #101109.",Software/Connectivity,NORMAL,101109.0,Positive,General,High,Negative,Vispārēji,2023-12-18
T000334,2023-12-21,C0003,NordLock Pro battery drains fast,"My NordLock Pro dies in 48 hours.
I tried new batteries and it still dies.
Please help ASAP.

<br><br>--<br>NordTech Customer

Order number: 101024",General Inquiry,CRITICAL,101024.0,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000330,2023-12-21,C0001,Battery dies in 2 days,"<p>My NordLock Pro battery drains in 48 hours.
I changed batteries and it still drains quickly.
This is unacceptable.

—
Regards,
A very unhappy customer</p><br><p>ASAP</p>",Battery Issue,CRITICAL,,Positive,Battery,Critical,Negative,Baterija,2023-12-18
T000332,2023-12-21,C0182,Locked out of my home,"I am stuck outside — the lock will not unlock.
The app shows offline.
This is urgent.

—
Regards,
A very unhappy customer

Ref: TX-100267",Access/Lock Failure,CRITICAL,100267.0,Neutral,Software,High,Negative,Programmatūra,2023-12-18
T000329,2023-12-21,C0057,Where is my order?,"<p>My delivery is delayed.
Tracking shows pending.
Where is my order?

<p>Thanks</p><p>Customer</p></p>",Logistics,NORMAL,,Positive,Logistics,Normal,Negative,Loģistika,2023-12-18
